the_geom,postcode,organization_name,address,full_address,latitude,longitude,city,state,cartodb_id,main_phone__,discipline,council_district,community_board,borough,census_tract,bin,bbl,nta
0101000020E6100000A4B041156D7C52C0436DC08CCE564440,11247,"Billie Holiday Theatre, Inc.",P.O. Box 470131,"P.O. Box 470131, Brooklyn",40.6781784,-73.9441579,Brooklyn,NY,276,(718) 636-0918 x11,Theater,Brooklyn Council District #36,Brooklyn Community Board #3,Brooklyn,,,,
0101000020E61000002CC54439077F52C03F0345871B5F4440,10009,"Bindlestiff Family Variety Arts, Inc.",P.O. Box 386,"P.O. Box 386, New York",40.7430276,-73.9848159,New York,NY,277,(718) 963-2918,"Multi-Discipline, Performing",Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,,,,
0101000020E610000072480FE8F17252C0C68BE0DAE4594440,11451,Black American Heritage Foundation,"94-20 Guy Brewer Boulevard, Room 3D08","94-20 Guy Brewer Boulevard, Room 3D08, Jamaica",40.7022966,-73.7960148,Jamaica,NY,278,(212) 366-6900 x201,"Multi-Discipl, Perf & Non-Perf",Queens Council District #27,Queens Community Board #12,Queens,246,4215630,4101040043,Jamaica
0101000020E6100000982ABDDB618052C0C37295383C5B4440,10013,Black Experimental Theatre,P.O. Box 1902,"P.O. Box 1902, New York",40.7127753,-74.0059728,New York,NY,279,(646) 623-3488,Theater,Manhattan Council District #2,Manhattan Community Board #2,Manhattan,,,,
0101000020E6100000D0F5D8F13A7D52C04122B7706A5D4440,11222,"Black Moon Theatre Company, Inc.","104 Greenpoint Avenue, #4L","104 Greenpoint Avenue, #4L, Brooklyn",40.7298108,-73.9567227,Brooklyn,NY,280,(347) 268-3276,Theater,Brooklyn Council District #33,Brooklyn Community Board #1,Manhattan,,,,
0101000020E61000002CA5C2337C7152C06EC1525DC0574440,11434,"Black Spectrum Theatre Company, Inc.","119-07 Merrick Boulevard, 2nd Floor","119-07 Merrick Boulevard, 2nd Floor, Jamaica",40.685558,-73.7732057,Jamaica,NY,281,(718) 723-1800,Theater,Queens Council District #27,Queens Community Board #12,Queens,426,4268835,4124060180,St. Albans
0101000020E6100000A4B041156D7C52C0436DC08CCE564440,11202,Black Women's Blueprint,P.O. Box 24713,"P.O. Box 24713, Brooklyn",40.6781784,-73.9441579,Brooklyn,NY,282,(347) 533-9102,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #35,Brooklyn Community Board #9,Brooklyn,,,,
0101000020E610000051476C1C567C52C02577D84466684440,10030,"Blackberry Productions, Inc.","170 West 136th Street, Ste. 4C","170 West 136th Street, Ste. 4C, New York",40.815621,-73.9427558,New York,NY,283,(212) 694-6698,"Multi-Discipline, Performing",Manhattan Council District #7,Manhattan Community Board #9,Manhattan,228,1058295,1019200059,Central Harlem North-Polo Grounds
0101000020E6100000F33746578E7D52C097A201614C574440,11238,Blank Forms INC.,468 Grand Ave.,"468 Grand Ave., Brooklyn",40.6820184,-73.9618128,Brooklyn,NY,284,(347) 463-6316,"Multi-Discipline, Performing",Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,201,3335113,3020140035,Clinton Hill
0101000020E610000078A2DA96B77F52C089A768F68A614440,10036,"Blessed Unrest Theatre, Inc.","530 W. 45th Street, #4G","530 W. 45th Street, #4G, New York",40.7620533,-73.9955804,New York,NY,285,(212) 713-0163,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,129,1088825,1010737502,Clinton
0101000020E6100000CF801F7AF77D52C092D739BCD6664440,10025,"Bloomingdale School of Music, Inc.",323 West 108th Street,"323 West 108th Street, New York",40.8034282,-73.9682298,New York,NY,286,(212) 663-6021 x23,Music,Manhattan Council District #9,Manhattan Community Board #7,Manhattan,195,1057302,1018930010,Morningside Heights
0101000020E610000026D2EC702A8052C0A2F77C83E55B4440,10013,"Blue Coyote Theater Group, Inc.","380 Broadway, 4th Floor","380 Broadway, 4th Floor, New York",40.7179417,-74.0025904,New York,NY,287,(646) 242-6260,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,31,1002317,1001950001,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E61000007588C9656D7E52C0D6BCF44075654440,10025,"Blue Heron Theatre, Inc.","645 West End Avenue, Suite 7B","645 West End Avenue, Suite 7B, New York",40.7926408,-73.9754271,New York,NY,288,(212) 787-0422,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,179,1034102,1012510062,Upper West Side
0101000020E610000066C0594A967652C0E9ED748CD05B4440,11375,"Blue Pipa, Inc.",68-39 Harrow Street,"68-39 Harrow Street, Forest Hills",40.7173019,-73.852923,Forest Hills,NY,289,(718) 459-1730,Music,Queens Council District #29,Queens Community Board #6,Queens,709,4076410,4032000048,Forest Hills
0101000020E61000003FF6C484627D52C0DCB28D89DE594440,11211,Bnos Yakov Educational Center,638 Bedford Avenue,"638 Bedford Avenue, Brooklyn",40.7021038,-73.9591381,Brooklyn,NY,290,(718) 963-1212 x101,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,537,3332990,3022100038,Williamsburg
0101000020E6100000F65091F9367D52C0613CDE3F71624440,10021,Bohemian Benevolent and Literary Assocation of the City of New York,Bohemian National Hall,"Bohemian National Hall, New York",40.7690811,-73.9564804,New York,NY,291,(212) 988-1733,Theater,Manhattan Council District #5,Manhattan Community Board #8,Manhattan,,,,
0101000020E6100000A5A6B805A67F52C0C74D68ED115D4440,10012,"Bond Street Theatre Coalition, Ltd.","2 Bond Street, #4R","2 Bond Street, #4R, New York",40.7271096,-73.9945082,New York,NY,292,(212) 254-4614,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #2,Manhattan,5502,1008504,1005300067,West Village
0101000020E610000046ED7E15607D52C05680EF366F5D4440,11222,"Booklyn, Inc.",37 Greenpoint Avenue,"37 Greenpoint Avenue, New York",40.7299565,-73.9589895,New York,NY,293,(718) 383-9621,Visual Arts,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,565,3064672,3025570001,Greenpoint
0101000020E61000009E0B23BD288252C0F59B2E30D04E4440,11209,"Boricua Festival Committee, Inc.","313 97th Street, #1B","313 97th Street, #1B, Brooklyn",40.6157284,-74.0337365,Brooklyn,NY,294,(718) 492-7129,Music,Brooklyn Council District #38,Brooklyn Community Board #7,Brooklyn,5601,3155738,3061220001,Bay Ridge
0101000020E6100000ED80EB8A197C52C0B2DAFCBFEA6C4440,10033,Born Dancing.Inc.,812 W181 Street,"812 W181 Street, New York",40.850914,-73.939059,New York,NY,295,(347) 256-3306,Dance,Manhattan Council District #10,Manhattan Community Board #12,Manhattan,265,1064299,1021770105,Washington Heights South
0101000020E61000006F5DD669C98052C069CE554ED65B4440,10007,"Borough of Manhattan Community College Performing Arts Center, Inc.","199 Chambers Street, Room #S110C","199 Chambers Street, Room #S110C, New York",40.7174776,-74.0122933,New York,NY,296,(212) 220-1459,"Multi-Discipline, Performing",Manhattan Council District #2,Manhattan Community Board #1,Manhattan,39,1066406,1001420050,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E6100000A36593B2FB7A52C0BCFB2D4B855F4440,11104,Boundless Theatre Company Inc.,41-21 42nd st,"41-21 42nd st, Sunnyside",40.7462553,-73.9216124,Sunnyside,NY,297,(347) 724-3640,Theater,Queens Council District #26,Queens Community Board #2,Manhattan,,,,
0101000020E6100000022CF2EB877F52C0F793313ECC5C4440,10012,Bowery Arts and Science,"310 Bowery, 2nd Floor","310 Bowery, 2nd Floor, New York",40.724983,-73.992671,New York,NY,298,(212) 614-0504,Literature,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,5502,1008202,1005210077,West Village
0101000020E6100000919D126BCC7452C0DA159FA7A6614440,11354,"Bowne House Historical Society, Inc.",37-01 Bowne St.,"37-01 Bowne St., Flushing",40.7628984,-73.8249767,Flushing,NY,299,(718) 359-0528,Architecture/Design,Queens Council District #20,Queens Community Board #7,Queens,865,4113403,4050130006,Flushing
0101000020E6100000A3E8818F417D52C09DD43CEC2A5D4440,10013,"Box Turtle Press/Attitude Art, Inc.",94 Franklin Street,"94 Franklin Street, New York",40.7278724,-73.9571265,New York,NY,300,(646) 246-3652,Literature,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,33,1001924,1001757504,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E6100000E3FA777DE67C52C02FF7C95180654440,10029,"Boys & Girls Harbor, Inc.",1 East 104th Street,"1 East 104th Street, New York",40.7929785,-73.951568,New York,NY,301,(212) 427-2244 x583,"Multi-Discipline, Performing",Manhattan Council District #8,Manhattan Community Board #11,Manhattan,168,1051499,1016100001,East Harlem South
0101000020E61000003A28BC5FE07E52C0FD474B8A345D4440,10009,"Boys' Club of New York, Inc.",287 10th Street,"287 10th Street, New York",40.7281659,-73.9824447,New York,NY,302,(212) 677-1102,Music,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,,,,
0101000020E61000008C101E6D1C7052C01EADC502BA584440,11412,Braata Productions,11805 200th St,"11805 200th St, Saint Albans",40.6931766,-73.751735,Saint Albans,NY,303,(917) 668-2209,Folk Arts,Queens Council District #27,Queens Community Board #12,Queens,376,4272042,4126290003,St. Albans
0101000020E61000005B4BB7DBE47D52C0264575841D524440,11218,"Brave New World Repertory Theatre, Inc.",303 Westminster Road,"303 Westminster Road, Brooklyn",40.6415258,-73.9670934,Brooklyn,NY,304,(917) 660-4660,Theater,Brooklyn Council District #40,Brooklyn Community Board #14,Brooklyn,1522,3118328,3051430102,Flatbush
0101000020E6100000FC23C275FB7D52C019EE128BCE604440,10022,"Brazilian Endowment for the Arts, Inc.",240E 52nd street,"240E 52nd street, New York",40.7563032,-73.9684729,New York,NY,305,(212) 371-1556,Music,Manhattan Council District #5,Manhattan Community Board #5,Manhattan,98,1038479,1013250035,Turtle Bay-East Midtown
0101000020E6100000CE8AA8893E7F52C0CCD82B8771614440,10036,"Bread & Roses Cultural Project, Inc.","322 West 48th Street, 6th floor","322 West 48th Street, 6th floor, New York",40.7612771,-73.988192,New York,NY,306,(212) 767-0025 x2,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,127,1025108,1010380043,Clinton
0101000020E6100000982ABDDB618052C0C37295383C5B4440,10017,"Break A Leg Productions, Inc.",PO Box 20503,"PO Box 20503, New York",40.7127753,-74.0059728,New York,NY,307,(212) 330-0406,Theater,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,,,,
0101000020E6100000814C21463E7E52C008E3A7716F564440,11217,"Breakthru Education, Inc.",235 Lincoln Place,"235 Lincoln Place, New York",40.675276,-73.9725509,New York,NY,308,(718) 614-2289,Theater,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,159,3024463,3010590050,Park Slope-Gowanus
0101000020E6100000A3B6685C137F52C0BB48FCE5EE574440,11217,Brecht Forum,388 Atlantic Avenue,"388 Atlantic Avenue, Brooklyn",40.6869781,-73.9855567,Brooklyn,NY,309,(212) 242-4201 x14,Other,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,,,,
0101000020E6100000BF1072DE7F7C52C0CC8AF21659674440,10027,"Bridge, Inc.","290 Lenox Avenue, 3rd Floor","290 Lenox Avenue, 3rd Floor, New York",40.8074063,-73.9453045,New York,NY,311,(212) 663-3000,Visual Arts,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,200,1053487,1017220069,Central Harlem South
0101000020E610000076244D72767C52C092D739BCD65F4440,11101,"Bridging Education and Art Together, Inc.",44-02 23rd St #301,"44-02 23rd St #301, Long Island City",40.7487407,-73.9447294,Long Island City,NY,312,(718) 937-2328,"Multi-Discipline, Performing",Queens Council District #26,Queens Community Board #2,Bronx,,,,
0101000020E6100000107BFC39E07B52C035947FD2F5494440,11235,"Brighton Ballet Theater Company, Inc.",2001 Oriental Boulevard,"2001 Oriental Boulevard, Brooklyn",40.5778144,-73.9355607,Brooklyn,NY,313,(718) 769-9161,Dance,Brooklyn Council District #48,Brooklyn Community Board #15,Brooklyn,616,3326937,3087600060,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0101000020E610000081A5040E327D52C026BA7889FB494440,11235,"Brighton Neighborhood Association, Inc.",1121 Brighton Beach Avenue,"1121 Brighton Beach Avenue, Brooklyn",40.5779888,-73.9561801,Brooklyn,NY,314,(718) 891-0800,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #47,Brooklyn Community Board #13,Brooklyn,61004,3245642,3087160061,Brighton Beach
0101000020E6100000CB01710D227F52C0D520CCED5E5D4440,10003,Bring to Light,200 East 10th Street,"200 East 10th Street, New york",40.7294595,-73.9864534,New york,NY,315,(646) 345-1581,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #1,Brooklyn,,,,
0101000020E6100000D19A7A38DC7F52C077F4BF5C8B604440,10001,Broadway Dance Lab,433 West 34th St.,"433 West 34th St., New York",40.754253,-73.9978162,New York,NY,316,(646) 325-5389,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,111,1012858,1007320016,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E6100000C38366D73D7D52C08B4C65F61E694440,10031,"Broadway Housing Communities, Inc.",583 Riverside Drive,"583 Riverside Drive, New York",40.8212574,-73.9568995,New York,NY,317,(212) 568-2030,Visual Arts,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,22301,1059949,1020020002,Manhattanville
0101000020E61000008F899466F37E52C06C45F69C4F614440,10019,"Broadway League Foundation, Inc.","729 Seventh Avenue, 5th Flr","729 Seventh Avenue, 5th Flr, New York",40.7602421,-73.983606,New York,NY,318,(212) 764-1122,Theater,Manhattan Council District #4,Manhattan Community Board #5,Manhattan,125,1022699,1010017501,Midtown-Midtown South
0101000020E6100000188E8C7A2D7E52C0EEED96E480654440,10025,Broken Box Mime Theater,201 W 94th St. #1A,"201 W 94th St. #1A, New York",40.792996,-73.9715258,New York,NY,319,(617) 877-8937,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,183,1033677,1012420029,Upper West Side
0101000020E61000005D555117047952C080F854A934714440,10463,Bronx Arts Ensemble,"80 Van Cortlandt Park South, Ste. 7D-1","80 Van Cortlandt Park South, Ste. 7D-1, Bronx",40.8844196,-73.8908747,Bronx,NY,320,(718) 601-7399,"Multi-Discipline, Performing",Bronx Council District #11,Bronx Community Board #8,Bronx,281,2015473,2032520209,Van Cortlandt Village
0101000020E6100000F4A3E194397952C0C9BFE0E4C86F4440,10468,Bronx Community Cable Programming Corp.,Lehman College,"Lehman College, Bronx",40.8733183,-73.8941395,Bronx,NY,322,(718) 960-7158,Film/Video/Audio,Bronx Council District #11,Bronx Community Board #7,Bronx,409,2000000,2032470001,Van Cortlandt Village
0101000020E61000006BD5AE09697A52C0DDF8C907F36D4440,10453,"Bronx Community College Association, Inc.",2155 University Avenue,"2155 University Avenue, Bronx",40.8589792,-73.912661,Bronx,NY,323,(718) 289-5127,Music,Bronx Council District #14,Bronx Community Board #5,Bronx,255,2014731,2032170060,Kingsbridge Heights
0101000020E610000014AD8152597752C05A6034D0216C4440,10469,Bronx Conservatory of Music,P.O. Box 633,"P.O. Box 633, Bronx",40.8447819,-73.8648268,Bronx,NY,324,(718) 841-7415,Music,Bronx Council District #14,Bronx Community Board #5,Bronx,,,,
0101000020E6100000E3A8DC44AD7652C0AF53F6A79E6C4440,10461,Bronx Council on the Arts,1738 Hone Avenue,"1738 Hone Avenue, Bronx",40.8485918,-73.8543255,Bronx,NY,325,(718) 931-9500 x17,"Multi-Discipline, Non-Perform",Bronx Council District #13,Bronx Community Board #11,Bronx,254,2044837,2041040001,Van Nest-Morris Park-Westchester Square
0101000020E6100000AE7FD7674E7852C00B992B836A704440,10467,Bronx County Historical Society,3309 Bainbridge Avenue,"3309 Bainbridge Avenue, Bronx",40.8782505,-73.8797855,Bronx,NY,326,(718) 881-8900,"Multi-Discipline, Non-Perform",Bronx Council District #11,Bronx Community Board #7,Bronx,419,2018096,2033380054,Norwood
0101000020E610000011A6CDDDD37852C08C0A41B3906D4440,10458,"Bronx Dance Theatre, Inc.","585 East 187th Street, 2nd Floor","585 East 187th Street, 2nd Floor, Bronx",40.8559784,-73.8879313,Bronx,NY,327,(718) 364-2725,Dance,Bronx Council District #15,Bronx Community Board #6,Bronx,389,2011907,2030660002,Belmont
0101000020E6100000E6BB4A2DCA7A52C0B009C446B4684440,10451,Bronx Documentary Center,614 Courtlandt Ave,"614 Courtlandt Ave, Bronx",40.8180016,-73.9185899,Bronx,NY,328,(718) 993-3512,Photography,Bronx Council District #17,Bronx Community Board #1,Bronx,67,2001658,2023980001,Melrose South-Mott Haven North
0101000020E6100000982ABDDB618052C0C37295383C5B4440,10451,Bronx Hispanic Festival Inc,P.O. Box 1765,"P.O. Box 1765, New York",40.7127753,-74.0059728,New York,NY,329,(917) 699-7598,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #14,Bronx Community Board #7,Bronx,,,,
0101000020E6100000F37C618D0E7752C0D02B9E7AA46D4440,10461,"Bronx House, Inc.",990 Pelham Parkway South,"990 Pelham Parkway South, Bronx",40.856582,-73.8602632,Bronx,NY,330,(718) 792-1800 x224,"Multi-Discipline, Performing",Bronx Council District #13,Bronx Community Board #11,Bronx,248,2088568,2043287501,Pelham Parkway
0101000020E6100000067D8E34DD7A52C005ED1F555E6A4440,10456,Bronx Museum of the Arts,1040 Grand Concourse,"1040 Grand Concourse, Bronx",40.8310038,-73.9197513,Bronx,NY,331,(718) 681-6000,Visual Arts,Bronx Council District #16,Bronx Community Board #4,Bronx,18102,2002826,2024620001,East Concourse-Concourse Village
0101000020E61000007B71981E037952C0847A9F4F896F4440,10468,Bronx Opera Company,5 Minerva Place (2J),"5 Minerva Place (2J), Bronx",40.8713779,-73.8908154,Bronx,NY,332,(718) 365-4209,Music,,Bronx Community Board #7,Bronx,40701,2017596,2033190064,Van Cortlandt Village
0101000020E61000002D70C339B47752C0E5DEB2F96E6C4440,10462,Bronx River Alliance,One Bronx River Parkway,"One Bronx River Parkway, Bronx",40.8471367,-73.8703751,Bronx,NY,333,(718) 430-4665,Science,Bronx Council District #15,Bronx Community Board #11,Bronx,,,,
0101000020E61000008F006E16AF8052C0CAABCEC53A5B4440,10460,"Bronx River Art Center, Inc.",P.O. Box 5002,"P.O. Box 5002, New York",40.7127311,-74.0106865,New York,NY,334,(718) 589-5819 x11,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #15,Bronx Community Board #6,Bronx,,,,
0101000020E610000014AD8152597752C05A6034D0216C4440,10458,"Bronx Stage & Film Company, Inc.",P.O. Box 580-179,"P.O. Box 580-179, Bronx",40.8447819,-73.8648268,Bronx,NY,335,(917) 250-6298,Film/Video/Audio,Bronx Council District #15,Bronx Community Board #6,Bronx,,,,
0101000020E610000014AD8152597752C05A6034D0216C4440,10468,"Bronx Symphony Orchestra, Inc.",c/o Denise Orr,"c/o Denise Orr, Bronx",40.8447819,-73.8648268,Bronx,NY,336,(718) 601-9151,Music,Bronx Council District #14,Bronx Community Board #8,Bronx,,,,
